,s,i,j,target,ijd,thisclose,lastclose,cd,en_pos,i_shift,j_shift,insert_or_delete
2551,.....((((((......((((((.........(........)....((...((.((......))))...)).(.....)....)))))).))))))....,33,42,0,0.45,0.2631578947368421,0.10526315789473684,0,0.47727272727272724,0,0,1
2552,.....((((((......((((((........................(...((.((......))))...)..(.....)....)))))).))))))....,-47,-71,0,0.35,0.10526315789473684,0.10526315789473684,1,0.625,0,0,0
2553,.....((((((......((((((......(..............).((...((.((......))))...)).(.....)....)))))).))))))....,30,45,0,0.55,0.2631578947368421,0.10526315789473684,0,0.6363636363636362,0,0,1
2554,.....((((((.......(((((.......................((...((.((......))))...)).(.....)....)))))..))))))....,-18,-89,0,0.9,0.2631578947368421,0.10526315789473684,1,0.6477272727272727,0,1,0
2555,.....((((((......(((((........................((...((.((......))))...)).(.....).....))))).))))))....,-23,-84,0,0.65,0.2631578947368421,0.10526315789473684,1,0.7045454545454545,1,0,0
2556,.....((((((......((((((.......................(....((.((......))))....).(.....)....)))))).))))))....,-48,-70,0,0.3,0.15789473684210525,0.10526315789473684,1,0.7045454545454545,0,0,0
2557,.....((((((......((((((.......................((...(..((......)).)...)).(.....)....)))))).))))))....,-53,-65,0,0.2,0.21052631578947367,0.10526315789473684,1,0.7386363636363635,0,1,0
2558,.....((((((......((((((..........(......).....((...((.((......))))...)).(.....)....)))))).))))))....,34,41,0,0.4,0.21052631578947367,0.10526315789473684,0,0.75,1,0,1
2559,.....((((((......(.((((.......................((...((.((......))))...)).(.....)....)))).).))))))....,-19,-88,0,0.85,0.3157894736842105,0.10526315789473684,0,0.8181818181818181,1,1,0
2560,.....((((((......((.(((.......................((...((.((......))))...)).(.....)....))).)).))))))....,-20,-87,0,0.8,0.3157894736842105,0.10526315789473684,0,0.8295454545454545,1,1,0
2561,.....((((((......((((((.......................((...((..(......).))...)).(.....)....)))))).))))))....,-55,-64,0,0.15,0.21052631578947367,0.10526315789473684,1,0.8295454545454545,0,0,0
2562,.....((((((......((((.(.......................((...((.((......))))...)).(.....)....).)))).))))))....,-22,-85,0,0.7,0.3157894736842105,0.10526315789473684,0,0.8636363636363635,1,0,0
2563,.....((((((......((((((........(..........)...((...((.((......))))...)).(.....)....)))))).))))))....,32,43,0,0.5,0.2631578947368421,0.10526315789473684,0,0.8749999999999999,0,0,1
2564,.....((((((......((((((.....(................)((...((.((......))))...)).(.....)....)))))).))))))....,29,46,0,0.6,0.21052631578947367,0.10526315789473684,0,0.9431818181818181,0,0,1
2565,.....((((((......(((.((.......................((...((.((......))))...)).(.....)....)).))).))))))....,-21,-86,0,0.75,0.3157894736842105,0.10526315789473684,0,0.9999999999999999,1,0,0
2566,.....((((((......((((((.......................((...((.((......))))...))(((...)))...)))))).))))))....,72,80,1,0.05263157894736842,0.05555555555555555,0.05555555555555555,1,0.0,0,1,1
2567,.....((((((......((((((.......................((....(.((......)))....)).((...))....)))))).))))))....,-52,-66,1,0.2631578947368421,0.2777777777777778,0.05555555555555555,1,0.36585365853658536,0,1,0
2568,.....((((((......((((((.......................((...((.(........)))...)).((...))....)))))).))))))....,-56,-63,1,0.10526315789473684,0.2222222222222222,0.05555555555555555,1,0.4268292682926829,0,0,0
2569,.....((((((......((((((.........(........)....((...((.((......))))...)).((...))....)))))).))))))....,33,42,1,0.47368421052631576,0.2777777777777778,0.05555555555555555,0,0.43902439024390244,0,0,1
2570,.....((((((......((((((........................(...((.((......))))...)..((...))....)))))).))))))....,-47,-71,1,0.3684210526315789,0.1111111111111111,0.05555555555555555,1,0.5975609756097561,0,0,0
2571,.....((((((......((((((......(..............).((...((.((......))))...)).((...))....)))))).))))))....,30,45,1,0.5789473684210527,0.2777777777777778,0.05555555555555555,0,0.6097560975609756,0,0,1
2572,.....((((((.......(((((.......................((...((.((......))))...)).((...))....)))))..))))))....,-18,-89,1,0.9473684210526315,0.2777777777777778,0.05555555555555555,1,0.6219512195121951,0,1,0
2573,.....((((((......(((((........................((...((.((......))))...)).((...)).....))))).))))))....,-23,-84,0,0.6842105263157895,0.2777777777777778,0.05555555555555555,1,0.6829268292682926,1,0,0
2574,.....((((((......((((((.......................(....((.((......))))....).((...))....)))))).))))))....,-48,-70,0,0.3157894736842105,0.16666666666666666,0.05555555555555555,1,0.6829268292682926,0,0,0
2575,.....((((((......((((((.......................((...(..((......)).)...)).((...))....)))))).))))))....,-53,-65,0,0.21052631578947367,0.2222222222222222,0.05555555555555555,1,0.7195121951219512,0,1,0
2576,.....((((((......((((((..........(......).....((...((.((......))))...)).((...))....)))))).))))))....,34,41,0,0.42105263157894735,0.2222222222222222,0.05555555555555555,0,0.7317073170731707,1,0,1
2577,.....((((((......(.((((.......................((...((.((......))))...)).((...))....)))).).))))))....,-19,-88,0,0.8947368421052632,0.3333333333333333,0.05555555555555555,0,0.8048780487804879,1,1,0
2578,.....((((((......((.(((.......................((...((.((......))))...)).((...))....))).)).))))))....,-20,-87,0,0.8421052631578947,0.3333333333333333,0.05555555555555555,0,0.8170731707317073,1,1,0
2579,.....((((((......((((((.......................((...((..(......).))...)).((...))....)))))).))))))....,-55,-64,0,0.15789473684210525,0.2222222222222222,0.05555555555555555,1,0.8170731707317073,0,0,0
2580,.....((((((......((((.(.......................((...((.((......))))...)).((...))....).)))).))))))....,-22,-85,0,0.7368421052631579,0.3333333333333333,0.05555555555555555,0,0.8536585365853658,1,0,0
2581,.....((((((......((((((........(..........)...((...((.((......))))...)).((...))....)))))).))))))....,32,43,0,0.5263157894736842,0.2777777777777778,0.05555555555555555,0,0.8658536585365854,0,0,1
2582,.....((((((......((((((.....(................)((...((.((......))))...)).((...))....)))))).))))))....,29,46,0,0.631578947368421,0.2222222222222222,0.05555555555555555,0,0.9390243902439024,0,0,1
2583,.....((((((......(((.((.......................((...((.((......))))...)).((...))....)).))).))))))....,-21,-86,0,0.7894736842105263,0.3333333333333333,0.05555555555555555,0,1.0,1,0,0
2584,.....((((((......((((((.......................((....(.((......)))....))(((...)))...)))))).))))))....,-52,-66,1,0.2222222222222222,0.29411764705882354,0.0,1,0.0,0,1,0
2585,.....((((((......((((((.......................((...((.(........)))...))(((...)))...)))))).))))))....,-56,-63,1,0.05555555555555555,0.23529411764705882,0.0,1,0.09615384615384617,0,0,0
2586,.....((((((......((((((.........(........)....((...((.((......))))...))(((...)))...)))))).))))))....,33,42,1,0.4444444444444444,0.29411764705882354,0.0,0,0.11538461538461539,0,0,1
2587,.....((((((......((((((........................(...((.((......))))...).(((...)))...)))))).))))))....,-47,-71,1,0.3333333333333333,0.11764705882352941,0.0,1,0.3653846153846154,0,0,0
2588,.....((((((......((((((......(..............).((...((.((......))))...))(((...)))...)))))).))))))....,30,45,1,0.5555555555555556,0.29411764705882354,0.0,0,0.3846153846153847,0,0,1
2589,.....((((((.......(((((.......................((...((.((......))))...))(((...)))...)))))..))))))....,-18,-89,1,0.9444444444444444,0.29411764705882354,0.0,1,0.40384615384615385,0,1,0
2590,.....((((((......(((((........................((...((.((......))))...))(((...)))....))))).))))))....,-23,-84,0,0.6666666666666666,0.29411764705882354,0.0,1,0.5,1,0,0
2591,.....((((((......((((((.......................(....((.((......))))....)(((...)))...)))))).))))))....,-48,-70,1,0.2777777777777778,0.17647058823529413,0.0,1,0.5,0,0,0
2592,.....((((((......((((((.......................((...(..((......)).)...))(((...)))...)))))).))))))....,-53,-65,1,0.16666666666666666,0.23529411764705882,0.0,1,0.5576923076923077,0,1,0
2593,.....((((((......((((((..........(......).....((...((.((......))))...))(((...)))...)))))).))))))....,34,41,1,0.3888888888888889,0.23529411764705882,0.0,0,0.576923076923077,1,0,1
2594,.....((((((......(.((((.......................((...((.((......))))...))(((...)))...)))).).))))))....,-19,-88,1,0.8888888888888888,0.35294117647058826,0.0,0,0.6923076923076924,1,1,0
2595,.....((((((......((.(((.......................((...((.((......))))...))(((...)))...))).)).))))))....,-20,-87,0,0.8333333333333334,0.35294117647058826,0.0,0,0.7115384615384616,1,1,0
2596,.....((((((......((((((.......................((...((..(......).))...))(((...)))...)))))).))))))....,-55,-64,1,0.1111111111111111,0.23529411764705882,0.0,1,0.7115384615384616,0,0,0
2597,.....((((((......((((.(.......................((...((.((......))))...))(((...)))...).)))).))))))....,-22,-85,0,0.7222222222222222,0.35294117647058826,0.0,0,0.7692307692307693,1,0,0
2598,.....((((((......((((((........(..........)...((...((.((......))))...))(((...)))...)))))).))))))....,32,43,1,0.5,0.29411764705882354,0.0,0,0.7884615384615385,0,0,1
2599,.....((((((......((((((.....(................)((...((.((......))))...))(((...)))...)))))).))))))....,29,46,0,0.6111111111111112,0.23529411764705882,0.0,0,0.903846153846154,0,0,1
2600,.....((((((......(((.((.......................((...((.((......))))...))(((...)))...)).))).))))))....,-21,-86,0,0.7777777777777778,0.35294117647058826,0.0,0,1.0,1,0,0
2601,.....((((((......((((((........................(...((.((......))))...)((((...))))..)))))).))))))....,71,81,1,0.3333333333333333,0.058823529411764705,0.058823529411764705,1,0.0,0,1,1
2602,.....((((((......((((((............................((.((......)))).....(((...)))...)))))).))))))....,-48,-70,1,0.05555555555555555,0.11764705882352941,0.058823529411764705,0,0.025641025641025633,0,0,0
2603,.....((((((......((((((........................(....(.((......)))....).(((...)))...)))))).))))))....,-52,-66,1,0.1111111111111111,0.29411764705882354,0.058823529411764705,1,0.3333333333333333,0,1,0
2604,.....((((((......((((((........................(...((.(........)))...).(((...)))...)))))).))))))....,-56,-63,1,0.2777777777777778,0.23529411764705882,0.058823529411764705,1,0.39743589743589747,0,0,0
2605,.....((((((......((((((.........(........).....(...((.((......))))...).(((...)))...)))))).))))))....,33,42,1,0.1111111111111111,0.29411764705882354,0.058823529411764705,0,0.41025641025641024,0,0,1
2606,.....((((((......((((((......(..............)..(...((.((......))))...).(((...)))...)))))).))))))....,30,45,0,0.2222222222222222,0.29411764705882354,0.058823529411764705,0,0.5897435897435898,0,0,1
2607,.....((((((.......(((((........................(...((.((......))))...).(((...)))...)))))..))))))....,-18,-89,0,0.6111111111111112,0.29411764705882354,0.058823529411764705,1,0.6025641025641025,0,1,0
2608,.....((((((......(((((.........................(...((.((......))))...).(((...)))....))))).))))))....,-23,-84,0,0.3333333333333333,0.29411764705882354,0.058823529411764705,1,0.6666666666666667,1,0,0
2609,.....((((((......((((((........................(...(..((......)).)...).(((...)))...)))))).))))))....,-53,-65,0,0.16666666666666666,0.23529411764705882,0.058823529411764705,1,0.7051282051282051,0,1,0
2610,.....((((((......((((((..........(......)......(...((.((......))))...).(((...)))...)))))).))))))....,34,41,0,0.05555555555555555,0.23529411764705882,0.058823529411764705,0,0.7179487179487178,1,0,1
2611,.....((((((......(.((((........................(...((.((......))))...).(((...)))...)))).).))))))....,-19,-88,0,0.5555555555555556,0.35294117647058826,0.058823529411764705,0,0.7948717948717949,1,1,0
2612,.....((((((......((.(((........................(...((.((......))))...).(((...)))...))).)).))))))....,-20,-87,0,0.5,0.35294117647058826,0.058823529411764705,0,0.8076923076923077,1,1,0
2613,.....((((((......((((((........................(...((..(......).))...).(((...)))...)))))).))))))....,-55,-64,0,0.2222222222222222,0.23529411764705882,0.058823529411764705,1,0.8076923076923077,0,0,0
2614,.....((((((......((((.(........................(...((.((......))))...).(((...)))...).)))).))))))....,-22,-85,0,0.3888888888888889,0.35294117647058826,0.058823529411764705,0,0.8461538461538463,1,0,0
2615,.....((((((......((((((........(..........)....(...((.((......))))...).(((...)))...)))))).))))))....,32,43,0,0.16666666666666666,0.29411764705882354,0.058823529411764705,0,0.858974358974359,0,0,1
2616,.....((((((......((((((.....(................).(...((.((......))))...).(((...)))...)))))).))))))....,29,46,0,0.2777777777777778,0.23529411764705882,0.058823529411764705,0,0.9358974358974359,0,0,1
2617,.....((((((......(((.((........................(...((.((......))))...).(((...)))...)).))).))))))....,-21,-86,0,0.4444444444444444,0.35294117647058826,0.058823529411764705,0,1.0,1,0,0
2618,.....((((((......((((((............................((.((......))))....((((...))))..)))))).))))))....,-48,-70,1,0.29411764705882354,0.125,0.0,0,0.0,0,0,0
2619,.....((((((......((((((........................(....(.((......)))....)((((...))))..)))))).))))))....,-52,-66,1,0.23529411764705882,0.3125,0.0,1,0.3157894736842105,0,1,0
2620,.....((((((......((((((........................(...((.(........)))...)((((...))))..)))))).))))))....,-56,-63,1,0.058823529411764705,0.25,0.0,1,0.381578947368421,0,0,0
2621,.....((((((......((((((.........(........).....(...((.((......))))...)((((...))))..)))))).))))))....,33,42,1,0.4117647058823529,0.3125,0.0,0,0.39473684210526316,0,0,1
2622,.....((((((......((((((......(..............)..(...((.((......))))...)((((...))))..)))))).))))))....,30,45,1,0.5294117647058824,0.3125,0.0,0,0.5789473684210527,0,0,1
2623,.....((((((.......(((((........................(...((.((......))))...)((((...))))..)))))..))))))....,-18,-89,1,0.9411764705882353,0.3125,0.0,1,0.5921052631578947,0,1,0
2624,.....((((((......(((((.........................(...((.((......))))...)((((...))))...))))).))))))....,-23,-84,1,0.6470588235294118,0.3125,0.0,1,0.6578947368421052,1,0,0
2625,.....((((((......((((((........................(...(..((......)).)...)((((...))))..)))))).))))))....,-53,-65,0,0.17647058823529413,0.25,0.0,1,0.6973684210526316,0,1,0
2626,.....((((((......((((((..........(......)......(...((.((......))))...)((((...))))..)))))).))))))....,34,41,0,0.35294117647058826,0.25,0.0,0,0.7105263157894737,1,0,1
2627,.....((((((......(.((((........................(...((.((......))))...)((((...))))..)))).).))))))....,-19,-88,0,0.8823529411764706,0.375,0.0,0,0.7894736842105263,1,1,0
2628,.....((((((......((.(((........................(...((.((......))))...)((((...))))..))).)).))))))....,-20,-87,0,0.8235294117647058,0.375,0.0,0,0.8026315789473685,1,1,0
2629,.....((((((......((((((........................(...((..(......).))...)((((...))))..)))))).))))))....,-55,-64,0,0.11764705882352941,0.25,0.0,1,0.8026315789473685,0,0,0
2630,.....((((((......((((.(........................(...((.((......))))...)((((...))))..).)))).))))))....,-22,-85,0,0.7058823529411765,0.375,0.0,0,0.8421052631578947,1,0,0
2631,.....((((((......((((((........(..........)....(...((.((......))))...)((((...))))..)))))).))))))....,32,43,0,0.47058823529411764,0.3125,0.0,0,0.8552631578947368,0,0,1
2632,.....((((((......((((((.....(................).(...((.((......))))...)((((...))))..)))))).))))))....,29,46,0,0.5882352941176471,0.25,0.0,0,0.9342105263157895,0,0,1
2633,.....((((((......(((.((........................(...((.((......))))...)((((...))))..)).))).))))))....,-21,-86,0,0.7647058823529411,0.375,0.0,0,1.0,1,0,0
2634,.....((((((......((((((............................((.((......))))...(((((...))))).)))))).))))))....,70,82,1,0.29411764705882354,0.0625,0.0625,1,0.0,0,0,1
2635,.....((((((......((((((.............................(.((......))).....((((...))))..)))))).))))))....,-52,-66,1,0.058823529411764705,0.25,0.0625,1,0.32222222222222224,0,1,0
2636,.....((((((......((((((............................((.(........)))....((((...))))..)))))).))))))....,-56,-63,1,0.23529411764705882,0.25,0.0625,1,0.47777777777777775,0,0,0
2637,.....((((((......((((((.........(........).........((.((......))))....((((...))))..)))))).))))))....,33,42,1,0.11764705882352941,0.3125,0.0625,0,0.48888888888888893,0,0,1
2638,.....((((((......((((((......(..............)......((.((......))))....((((...))))..)))))).))))))....,30,45,1,0.23529411764705882,0.3125,0.0625,0,0.6444444444444444,0,0,1
2639,.....((((((.......(((((............................((.((......))))....((((...))))..)))))..))))))....,-18,-89,1,0.6470588235294118,0.3125,0.0625,1,0.6555555555555556,0,1,0
2640,.....((((((......(((((.............................((.((......))))....((((...))))...))))).))))))....,-23,-84,1,0.35294117647058826,0.3125,0.0625,1,0.7111111111111111,1,0,0
2641,.....((((((......((((((............................(..((......)).)....((((...))))..)))))).))))))....,-53,-65,1,0.11764705882352941,0.25,0.0625,1,0.7444444444444445,0,1,0
2642,.....((((((......((((((..........(......)..........((.((......))))....((((...))))..)))))).))))))....,34,41,1,0.058823529411764705,0.25,0.0625,0,0.7555555555555555,1,0,1
