,labels,prediction
0,0.0,0.0001034587767207995
1,0.1428571428571428,0.31634217500686646
2,0.0,0.0001034587767207995
3,0.3461538461538461,0.10050142556428909
4,0.0,0.0001034587767207995
5,0.0,0.04507292062044144
6,0.15,0.15467967092990875
7,0.0,0.0009531591786071658
8,0.0666666666666666,0.121007040143013
9,0.0,0.0001034587767207995
10,0.1538461538461538,0.04286918044090271
11,0.125,0.14791934192180634
12,0.0588235294117647,0.19011349976062775
13,0.0,0.0001034587767207995
14,0.0,0.0001034587767207995
15,0.0,0.16878952085971832
16,0.0,0.14336588978767395
17,0.0714285714285714,0.23534183204174042
18,0.0,0.0001034587767207995
19,0.0,0.0001034587767207995
20,0.3076923076923077,0.016748951748013496
21,0.1428571428571428,0.1755639761686325
22,0.0,0.0001034587767207995
23,0.0,0.2664058804512024
24,0.2,0.06406471133232117
25,0.0769230769230769,0.03413103520870209
26,0.0,0.002257473533973098
27,0.0,0.05583071708679199
28,0.5384615384615384,0.05081559717655182
29,0.0,0.0001034587767207995
30,0.0,0.0001034587767207995
31,0.0,0.0001034587767207995
32,0.0,0.0001034587767207995
33,0.0,0.0001034587767207995
34,0.0,0.0001034587767207995
35,0.0,0.0001034587767207995
36,0.125,0.06866390258073807
37,0.0,0.0001034587767207995
38,0.0,0.0001034587767207995
39,0.1666666666666666,0.03589781001210213
40,0.0,0.019628550857305527
41,0.6875,0.17995388805866241
42,0.0,0.0001034587767207995
43,0.1176470588235294,0.09556341171264648
44,0.0,0.13275958597660065
45,0.4166666666666667,0.20136018097400665
46,0.1,0.09876520186662674
47,0.15,0.032370876520872116
48,0.0,0.0001034587767207995
49,0.0,0.09690231084823608
50,0.2,0.003310868050903082
51,0.0,0.11163659393787384
52,0.0,0.0001034587767207995
53,0.0,0.07527618855237961
54,0.1428571428571428,0.35263746976852417
55,0.0,0.0001034587767207995
56,0.5625,0.22103752195835114
57,0.0,0.0013709120685234666
58,0.1111111111111111,0.06293291598558426
59,0.0,-0.0031146067194640636
60,0.0,0.0001034587767207995
61,0.0,0.0001034587767207995
62,0.0526315789473684,0.07941040396690369
63,0.25,0.0034790944773703814
64,0.5714285714285714,0.14928026497364044
65,0.0,0.0001034587767207995
66,0.125,0.14660842716693878
67,0.0,0.13329525291919708
68,0.0,-0.0031244810670614243
69,0.0714285714285714,0.09329279512166977
70,0.0,0.0001034587767207995
71,0.1,0.14236076176166534
72,0.0,0.04671593755483627
73,0.0,-0.019248412922024727
74,0.1428571428571428,0.0761910080909729
75,0.5384615384615384,0.018701720982789993
76,0.3,0.11359654366970062
77,0.0,0.08374085277318954
78,0.0,0.002094471827149391
79,0.2608695652173913,0.1207580417394638
80,0.25,0.13462884724140167
81,0.4444444444444444,0.20292428135871887
82,0.0,0.0001034587767207995
83,0.0,0.0001034587767207995
84,0.0,0.0001034587767207995
85,0.4166666666666667,0.1327727884054184
86,0.0,0.0001034587767207995
87,0.0,0.0044671595096588135
88,0.3333333333333333,0.012015450745821
89,0.0,0.0001034587767207995
90,0.1111111111111111,0.11005507409572601
91,0.25,0.016235677525401115
92,0.0833333333333333,0.14011873304843903
93,0.0,0.0001034587767207995
94,0.0,0.04108133167028427
95,0.125,0.01134297251701355
96,0.0,0.0001034587767207995
97,0.0,0.0001034587767207995
98,0.25,0.21473075449466705
99,0.0769230769230769,0.20083825290203094
100,0.0,0.0001034587767207995
101,0.4666666666666667,0.09359980374574661
102,0.2307692307692307,0.13956913352012634
103,0.0,0.060143981128931046
104,0.0,0.08787556737661362
105,0.1875,0.14147217571735382
106,0.0,0.0001034587767207995
107,0.0,0.0001034587767207995
108,0.1428571428571428,0.1135459691286087
109,0.5,0.10697111487388611
110,0.0,0.0001034587767207995
111,0.0,0.0001034587767207995
112,0.0,0.06615479290485382
113,0.0,0.13295818865299225
114,0.0,0.0001034587767207995
115,0.0,0.0001034587767207995
116,0.0666666666666666,0.19610096514225006
117,0.0,0.0001034587767207995
118,0.0,-0.026396889239549637
119,0.0,0.0001034587767207995
120,0.7307692307692307,0.02940874546766281
121,0.0526315789473684,0.14605437219142914
122,0.0,0.0001034587767207995
123,0.0,0.0001034587767207995
124,0.2857142857142857,0.0564795546233654
125,0.0,0.1851079761981964
126,0.0,0.0972832590341568
127,0.0,0.0001034587767207995
128,0.0,-0.00795763824135065
129,0.0625,0.09263122826814651
130,0.0,0.0001034587767207995
131,0.0,0.0001034587767207995
132,0.5,0.3321152329444885
133,0.2666666666666666,0.22692233324050903
134,0.0,0.2648131251335144
135,0.04,0.04154977947473526
136,0.0,0.0001034587767207995
137,0.3333333333333333,0.06552119553089142
138,0.0,0.0001034587767207995
139,0.0,0.0001034587767207995
140,0.0,0.1552698016166687
141,0.0909090909090909,0.0001034587767207995
142,0.1818181818181818,0.05740737169981003
143,0.1,0.07402393221855164
144,0.0,0.00243171164765954
145,0.1428571428571428,0.049831584095954895
146,0.0,0.052455514669418335
147,0.0,0.0001034587767207995
148,0.0,0.0001034587767207995
149,0.2857142857142857,0.23037002980709076
150,0.0,0.046902045607566833
151,0.4,0.10167577117681503
152,0.0,0.10531095415353775
153,0.0,0.0001034587767207995
154,0.0,0.10850302875041962
155,0.1111111111111111,0.14216428995132446
156,0.0,0.0001034587767207995
157,0.35,0.14272098243236542
158,0.3636363636363636,0.10750731825828552
159,0.0,0.0001034587767207995
160,0.0,0.0001034587767207995
161,0.0,0.038809049874544144
162,0.0869565217391304,0.12983061373233795
163,0.0,0.15779158473014832
164,0.25,0.17545688152313232
165,0.0666666666666666,0.11225062608718872
166,0.0,0.0001034587767207995
167,0.0833333333333333,0.10410068929195404
168,0.0,0.0001034587767207995
169,0.8620689655172413,0.009888125583529472
170,0.0,-0.0034057418815791607
171,0.0,0.0001034587767207995
172,0.0,0.0001034587767207995
173,0.0,0.0001034587767207995
174,0.1,0.18017326295375824
175,0.125,0.08255044370889664
176,0.0,0.0001034587767207995
177,0.0,0.0001034587767207995
178,0.0714285714285714,0.09825927019119263
179,0.0,0.0001034587767207995
180,0.0,0.0007733887759968638
181,0.25,0.054000373929739
182,0.4285714285714285,0.29284214973449707
183,0.0,0.0001034587767207995
184,0.1428571428571428,0.16657085716724396
185,0.0,0.0820317417383194
186,0.0,0.0001034587767207995
187,0.0,0.0001034587767207995
188,0.0,0.0001034587767207995
189,0.0,0.0796804130077362
190,0.5263157894736842,-0.02166622318327427
191,0.0,0.22958819568157196
192,0.037037037037037,0.1005685105919838
193,0.8461538461538461,0.0678284615278244
194,0.3,0.29840952157974243
195,0.0,0.0001034587767207995
196,0.1875,0.07849615067243576
197,0.3125,0.17386211454868317
198,0.0,0.0001034587767207995
199,0.0476190476190476,0.10972452163696289
200,0.0,0.08576755225658417
201,0.2,0.0027590636163949966
202,0.3636363636363636,0.04396136477589607
203,0.0,0.0001034587767207995
204,0.0,0.0001034587767207995
205,0.0,0.0001034587767207995
206,0.0,0.0001034587767207995
207,0.1111111111111111,0.1849198192358017
208,0.0,0.0001034587767207995
209,0.3,0.185790553689003
210,0.6,0.13635863363742828
211,0.0,0.00680620176717639
212,0.0666666666666666,0.07301434874534607
213,0.0,0.0001034587767207995
