,0,1,2,3,4,5,6,7,8
0,-8.9,155471,5.446294546127319,-8.9,88059,3.818189859390259,-8.9,73575,3.44169545173645
1,-8.2,91873,4.139462947845459,-8.2,45010,2.664555549621582,-8.2,41562,2.5362484455108643
2,-5.3,44494,1.3848509788513184,-5.3,22604,0.9413340091705322,-5.3,18231,0.7914438247680664
3,-4.0,17964,0.9892003536224365,-4.0,9570,0.7410016059875488,-4.0,8334,0.7102911472320557
4,-10.7,147951,5.507758140563965,-10.7,93111,4.191644906997681,-10.7,79646,3.7258386611938477
5,-8.3,23744,1.0157768726348877,-8.3,14818,0.8335001468658447,-8.3,12312,0.7259304523468018
6,-13.5,15981,0.687523603439331,-13.5,8867,0.4981093406677246,-13.5,7885,0.4742424488067627
7,-11.4,13417,0.38585448265075684,-11.4,5951,0.25182652473449707,-11.4,4742,0.21379303932189941
8,-10.3,123564,4.400856971740723,-11.3,68217,3.16975998878479,-10.3,59451,2.75412654876709
9,-5.4,125604,4.437370300292969,-5.4,71895,3.2018532752990723,-5.4,65264,3.006016969680786
10,-12.4,6919,0.25110864639282227,-12.4,4685,0.182908296585083,-12.4,4464,0.1803741455078125
11,-8.7,110301,3.8193700313568115,-8.7,39808,1.897446632385254,-8.7,34980,1.6360435485839844
12,-7.7,112001,4.433017730712891,-7.7,69915,3.0779831409454346,-7.7,60634,2.8147428035736084
13,-4.7,19963,0.6128323078155518,-4.7,11949,0.45196032524108887,-4.7,8420,0.3724672794342041
14,-0.2,76292,4.012988090515137,-0.2,42729,2.8696746826171875,-0.2,38566,2.7445871829986572
15,-6.8,114416,3.914771318435669,-6.8,24971,1.635657787322998,-8.0,10665,1.3948655128479004
16,-2.8,58022,1.9470646381378174,-2.8,32075,1.3827319145202637,-2.8,30208,1.3156750202178955
17,-5.5,119818,4.051847696304321,-5.5,58827,2.804042100906372,-5.5,49183,2.3740134239196777
18,-10.4,31943,1.0214478969573975,-10.4,22154,0.8282923698425293,-10.4,19908,0.7780406475067139
19,-10.6,31715,0.9479823112487793,-10.6,20595,0.7729392051696777,-10.6,19301,0.7449831962585449
20,1.2,106183,3.5821497440338135,1.2,61277,2.628218173980713,1.2,49339,2.260526657104492
21,-8.2,142809,5.169586420059204,-8.3,83981,3.7316536903381348,-8.25,75801,3.3864800930023193
22,-4.2,37653,1.1217296123504639,-4.2,20908,0.8578929901123047,-4.2,18398,0.7921812534332275
23,-1.5,14899,1.3657121658325195,-1.5,7831,1.0543439388275146,-1.5,6405,1.0315074920654297
24,-0.75,74378,2.3563740253448486,-1.45,34715,1.5056986808776855,-1.45,30641,1.4348196983337402
25,2.9,34125,1.955448865890503,2.9,15953,1.4038350582122803,2.1,11999,1.2631621360778809
26,-10.3,85043,2.7648463249206543,-10.3,52550,2.1929521560668945,-10.3,45549,1.9545540809631348
27,-19.7,27516,1.2657814025878906,-19.7,12313,0.8054599761962891,-19.7,7856,0.6583762168884277
28,-8.0,34556,1.0346310138702393,-8.0,22532,0.8555965423583984,-8.0,20594,0.8160436153411865
29,-7.5,63991,3.2945210933685303,-7.6,9068,1.8396620750427246,-7.6,7665,1.818845272064209
30,-2.5,123506,4.256148338317871,-2.5,78118,3.3505449295043945,-2.5,70848,3.1080405712127686
31,-16.8,8583,0.34241485595703125,-16.8,5564,0.24335527420043945,-16.8,5359,0.23018336296081543
32,0.8,85776,2.945974349975586,0.8,47803,2.1118643283843994,0.8,41009,1.9532532691955566
33,-11.7,18178,0.6012718677520752,-11.7,10746,0.4546523094177246,-11.7,10126,0.4355895519256592
34,-4.3,62043,2.821885347366333,-4.3,34553,2.137620449066162,-4.3,29839,1.987602949142456
35,-3.9,29830,3.438380718231201,-3.9,14808,2.2908759117126465,-3.9,13726,2.190000534057617
36,-5.4,148846,5.57476282119751,-5.4,77106,3.652339458465576,-5.4,66242,3.1870365142822266
37,-9.3,10658,0.30211949348449707,-9.3,4598,0.22105813026428223,-9.3,4114,0.17590951919555664
38,-9.3,165319,5.357056140899658,-9.3,65760,3.127547264099121,-9.3,54914,2.724303960800171
39,-15.1,69282,2.1869776248931885,-15.1,34281,1.561138391494751,-15.1,26470,1.2306699752807617
40,-12.9,102690,3.7164108753204346,-12.9,53586,2.493969440460205,-12.9,44578,2.111057758331299
41,-7.3,47593,2.430684804916382,-7.3,34237,1.8721389770507812,-7.3,32960,1.7847068309783936
42,-14.2,51378,1.6326684951782227,-14.2,22207,0.9349155426025391,-14.2,19573,0.8727481365203857
43,-16.0,23445,0.5787410736083984,-16.0,12928,0.4865734577178955,-16.0,10796,0.4035215377807617
44,-20.8,34266,0.9888379573822021,-20.9,18709,0.7430462837219238,-20.9,15303,0.649742603302002
45,-6.1,38248,1.9436328411102295,-6.1,22669,1.420172929763794,-6.1,20243,1.323704481124878
46,-4.0,40559,2.000044822692871,-4.0,21003,1.3642909526824951,-4.0,20081,1.3737537860870361
47,-9.3,166285,6.305590391159058,-9.3,107951,4.823537349700928,-9.3,92279,4.303055047988892
48,-5.7,110977,6.760753631591797,-8.0,121660,5.407489061355591,-8.0,100148,4.4609150886535645
49,-0.2,55206,2.8282737731933594,-0.2,33121,2.0914573669433594,-0.2,26250,1.8555238246917725
50,-8.8,148143,5.177122592926025,-8.8,80843,3.5434231758117676,-8.8,69071,3.2110695838928223
51,-4.34,103584,3.59723162651062,-4.34,49015,2.2858150005340576,-4.34,40277,1.8977391719818115
52,-11.5,37278,1.149728536605835,-11.5,21942,0.8854055404663086,-11.5,18045,0.7579474449157715
53,-19.0,28974,0.8730983734130859,-19.0,13059,0.5544021129608154,-19.0,12311,0.49671459197998047
54,-1.21,59401,3.101738452911377,-1.21,29341,2.1133086681365967,-1.21,24079,1.868584156036377
55,-3.6,45456,1.4703402519226074,-3.6,20904,0.9140422344207764,-3.6,16124,0.7480435371398926
56,-5.8,53207,1.6574392318725586,-5.8,21958,0.9792866706848145,-5.8,19790,0.8684673309326172
57,-12.2,119765,4.250385284423828,-12.5,72745,3.1039583683013916,-12.2,61160,2.689885139465332
58,-10.8,57713,1.7318344116210938,-10.8,30595,1.2534356117248535,-10.8,26708,1.1862850189208984
59,-11.4,46778,2.268817663192749,-11.4,38052,1.685145616531372,-11.4,30751,1.4149227142333984
60,-1.44,63305,2.170050859451294,-1.44,32986,1.4701135158538818,-1.44,27525,1.226227045059204
61,-6.2,103029,4.810160398483276,-6.2,52807,3.267651319503784,-6.2,45571,2.9725403785705566
62,-19.8,18161,0.5286281108856201,-19.8,4799,0.2503211498260498,-19.8,4418,0.24243712425231934
63,-5.8,95260,3.243853807449341,-5.8,55924,2.4466066360473633,-5.8,48721,2.1551151275634766
64,-13.2,46038,1.43251633644104,-13.2,27299,1.0216948986053467,-13.2,24525,0.9810562133789062
65,-11.4,39497,1.3494088649749756,-11.4,26829,1.1490025520324707,-11.4,20991,0.9124252796173096
66,-6.5,123856,4.597599029541016,-6.5,65428,3.2451257705688477,-6.5,55932,2.9001054763793945
67,-7.7,136842,4.589836597442627,-7.7,69358,3.1636106967926025,-7.7,62249,2.868750810623169
68,-11.5,125911,4.220552206039429,-11.5,64923,2.952131748199463,-11.5,61434,2.784752368927002
69,-11.9,46113,1.5352420806884766,-11.9,31666,1.2214782238006592,-11.9,27470,1.1838593482971191
70,-7.1,101751,5.450524568557739,-7.1,50085,3.780231237411499,-7.1,44604,3.513590097427368
71,-6.5,57901,1.8869397640228271,-6.5,30271,1.271693468093872,-6.5,26870,1.279139518737793
72,-7.0,133103,4.9194560050964355,-7.0,80691,3.5805702209472656,-7.0,70788,3.345461368560791
73,-7.7,45488,1.5155622959136963,-7.7,29247,1.1748096942901611,-7.7,24769,1.0958049297332764
74,-10.4,37088,1.625483751296997,-10.7,25721,1.0021603107452393,-10.7,23247,0.9335522651672363
75,-10.7,12552,0.3865325450897217,-10.7,8025,0.30599212646484375,-10.7,7820,0.33056640625
76,-18.3,22126,0.6665525436401367,-18.3,13214,0.4915037155151367,-18.3,12241,0.4948594570159912
77,-4.4,38256,1.73282790184021,-4.4,17536,1.1996114253997803,-4.4,14639,1.1642613410949707
78,-4.5,135985,5.14760160446167,-5.5,83583,3.8372161388397217,-5.5,78673,3.904371500015259
79,-11.8,6635,0.7473235130310059,-11.8,4135,0.6076273918151855,-11.8,3762,0.5868592262268066
80,-15.4,40371,1.207279920578003,-15.4,21407,0.8510394096374512,-15.4,18415,0.7602765560150146
81,-1.92,46723,2.552154779434204,-1.92,24853,1.7624797821044922,-1.92,18137,1.4886658191680908
82,-7.6,107923,6.008765697479248,-7.6,57191,4.147239446640015,-7.6,38256,3.4621288776397705
83,-15.3,16721,0.8441269397735596,-15.3,11533,0.6565830707550049,-15.3,15055,0.5942282676696777
84,-7.1,36487,1.9836297035217285,-7.1,19046,1.5866024494171143,-7.1,16524,1.4348149299621582
85,-9.0,69630,4.442860841751099,-9.0,39466,2.97281551361084,-9.0,41953,2.8829550743103027
86,-15.7,6514,0.22286605834960938,-15.7,3843,0.15218162536621094,-15.7,3040,0.13991427421569824
87,4.41,35599,2.114631414413452,4.41,18666,1.4603400230407715,4.41,14270,1.3302457332611084
88,-12.3,67575,2.3185384273529053,-12.3,42881,1.8046276569366455,-12.3,37091,1.6105186939239502
89,-6.2,207629,6.7927021980285645,-6.2,75881,3.9063074588775635,-6.2,58222,3.1427245140075684
90,-0.5,50103,1.602299690246582,-0.5,28386,1.164891242980957,-0.5,24647,1.111668586730957
91,-4.9,57433,1.9331598281860352,-5.5,36466,1.5082221031188965,-5.5,29779,1.3353981971740723
