,single_1_runtimes,single_1_results,single_2_runtimes,single_2_results,mp_runtimes,mp_results,cpp_orig_runtimes,cpp_orig_results,new_merge_runtimes,new_merge_results,old_merge_runtimes,old_merge_results,py_runtimes,py_results,bp_dist
0,29.8646,-41.4,32.6585,-46.6,42.8283,-46.6,58.7649,-46.6,56.203,-46.6,2.857637405395508,-46.6,59.7105,-46.6,143.0
