,single_1_runtimes,single_1_results,single_2_runtimes,single_2_results,mp_runtimes,mp_results,cpp_orig_runtimes,cpp_orig_results,py_runtimes,py_results
0,0.0584,-138.7,0.0678,-137.6,0.0978,-138.7,0.0896,-139.0,0.0591,-139.0
1,0.1409,-142.8,0.1334,-143.9,0.2059,-143.9,0.2798,-143.9,0.2332,-143.9
